customer_id,service_id,status,status_change_date,billing_date,cancellation_reason
94,574,cancelled,2024-05-09,2025-03-23,Moved to unsupported area
95,575,cancelled,2024-08-21,2025-03-27,Switched to competitor
95,576,pending,2023-09-26,2024-09-09,
95,577,pending,2025-01-30,2025-03-08,
95,578,active,2024-11-13,2025-04-14,
95,579,suspended,2023-10-21,2024-04-18,
95,580,cancelled,2024-05-16,2024-12-10,No longer needed
95,581,pending,2023-11-22,2024-12-11,
95,582,cancelled,2024-01-06,2025-02-07,Financial reasons
96,583,suspended,2024-03-01,2024-07-21,
96,584,active,2024-07-11,2025-04-24,
96,585,cancelled,2024-04-20,2024-11-11,Moved to unsupported area
96,586,pending,2023-11-20,2025-02-25,
96,587,pending,2023-10-06,2024-04-23,
97,588,cancelled,2023-05-01,2025-02-07,Switched to competitor
97,589,active,2024-06-02,2025-05-02,
97,590,active,2025-03-02,2025-05-12,
97,591,suspended,2024-10-04,2024-12-01,
97,592,pending,2024-12-28,2024-05-17,
97,593,cancelled,2023-05-14,2024-08-01,Dissatisfied with service
97,594,active,2024-02-19,2025-04-24,
97,595,cancelled,2023-12-30,2024-06-01,Financial reasons
97,596,pending,2024-01-08,2025-01-31,
98,597,pending,2024-08-14,2024-12-15,
98,598,pending,2023-10-30,2024-07-23,
98,599,cancelled,2024-01-11,2025-02-21,No longer needed
98,600,suspended,2025-01-30,2024-10-15,
98,601,suspended,2024-08-11,2024-04-17,
98,602,cancelled,2024-11-07,2024-08-27,Financial reasons
99,603,active,2025-03-26,2025-04-25,
99,604,active,2025-02-06,2025-04-20,
99,605,pending,2024-09-11,2024-12-08,
99,606,suspended,2024-09-16,2024-07-06,
99,607,pending,2024-06-18,2024-08-19,
99,608,cancelled,2024-06-03,2024-10-20,Financial reasons
99,609,suspended,2024-07-18,2024-08-17,
99,610,pending,2025-01-10,2024-05-01,
99,611,suspended,2025-03-21,2024-11-30,
99,612,active,2024-01-05,2025-05-10,
100,613,active,2025-02-18,2025-04-27,
100,614,pending,2024-10-21,2025-03-04,
100,615,pending,2023-11-19,2025-02-06,
100,616,active,2024-02-09,2025-04-23,
100,617,cancelled,2025-01-11,2024-11-20,Dissatisfied with service
100,618,cancelled,2023-06-08,2025-02-17,Financial reasons
100,619,pending,2024-10-28,2024-12-23,
100,620,pending,2023-10-03,2024-04-27,
100,621,active,2024-01-07,2025-04-16,
100,622,pending,2024-06-27,2024-06-20,
